Posição;Município;População
3190;São Sebastião da Amoreira;8976
3191;Piraí do Norte;8975
3192;Vila Nova dos Martírios;8961
3193;Jesuítas;8948
3194;Tarrafas;8937
3195;Tuparendi;8936
3196;Congonhinhas;8931
3197;Descanso;8927
3198;Salto Grande;8926
3199;Lajedo do Tabocal;8923
3200;Tomazina;8920
3201;Várzea do Poço;8908
3202;Capixaba;8897
3203;Pocrane;8896
3204;Igaratá;8896
3205;Igaratinga;8894
3206;Saudades;8880
3207;Mirante;8876
3208;Santana da Boa Vista;8873
3209;Barra de Santana;8861
3210;Ilha das Flores;8855
3211;Morpará;8853
3212;Abaíra;8851
3213;Bela Vista do Maranhão;8850
3214;Pratápolis;8846
3215;Wagner;8830
3216;Cordeiros;8826
3217;Santana de Pirapama;8808
3218;Tuneiras do Oeste;8806
3219;Planaltino;8802
3220;Rosário do Catete;8799
3221;Comercinho;8790
3222;Aratuípe;8788
3223;Nossa Senhora Aparecida;8770
3224;Varre-Sai;8766
3225;Passa Tempo;8762
3226;Comendador Levy Gasparian;8760
3227;Ariranha;8753
3228;Caturama;8749
3229;Itamari;8747
3230;Porangaba;8739
3231;Baía Formosa;8726
3232;Bom Jesus;8721
3233;Maiquinique;8713
3234;São Francisco do Brejão;8702
3235;Amaturá;8694
3236;Rio das Flores;8686
3237;Guaraçaí;8686
3238;Bom Jardim de Goiás;8679
3239;Santa Isabel do Ivaí;8678
3240;Nova Glória;8668
3241;Ilha Grande;8663
3242;Satubinha;8651
3243;Morada Nova de Minas;8650
3244;Pedrinhas;8643
3245;São João d'Aliança;8642
3246;Casca;8641
3247;São Vicente do Sul;8636
3248;Anaurilândia;8635
3249;Tangará;8632
3250;Serra dos Aimorés;8629
3251;Cachoeira dos Índios;8620
3252;Antônio João;8618
3253;Agudos do Sul;8601
3254;Tuparetama;8600
3255;Juruaia;8597
3256;Rio Acima;8597
3257;Iraí;8593
3258;Palmeirina;8586
3259;Japurá;8585
3260;Doverlândia;8576
3261;Cardeal da Silva;8570
3262;Alvorada do Norte;8570
3263;Virgínia;8565
3264;Porto Walter;8562
3265;Balneário Arroio do Silva;8558
3266;Jatobá;8557
3267;Serra Caiada;8552
3268;Baldim;8549
3269;Boa Saúde;8548
3270;Jóia;8546
3271;Terra Roxa;8545
3272;Figueira;8544
3273;Bom Retiro;8543
3274;Pedro Gomes;8543
3275;Florânia;8540
3276;Candiota;8535
3277;Sarapuí;8534
3278;Francisco Santos;8533
3279;São João do Jaguaribe;8521
3280;Japonvar;8504
3281;Nazária;8501
3282;Redenção do Gurgueia;8500
3283;Dom Aquino;8497
3284;Teodoro Sampaio;8490
3285;Pirambu;8488
3286;Prados;8487
3287;Buriti Alegre;8485
3288;Anamã;8483
3289;Lagoa da Confusão;8481
3290;Silves (Portugal);8479
3291;São José da Bela Vista;8479
3292;Angelândia;8475
3293;Guarani das Missões;8475
3294;Gado Bravo;8473
3295;Pimenta;8466
3296;Corumbaíba;8447
3297;Nova Monte Verde;8443
3298;Ametista do Sul;8440
3299;Anísio de Abreu;8434
3300;Maetinga;8432
3301;Pains;8420
3302;Moraújo;8406
3303;Buriti do Tocantins;8404
3304;Fernando Falcão;8404
3305;Riachinho;8401
3306;Nova Tebas;8401
3307;Bodoquena;8401
3308;Verdelândia;8396
3309;Olho d'Água do Casado;8388
3310;Santana do Manhuaçu;8384
3311;Lavras do Sul;8378
3312;Claro dos Poções;8377
3313;Esperantina;8375
3314;Rafard;8370
3315;Palmeirópolis;8366
3316;Iporã do Oeste;8362
3317;Alto Paraguai;8361
3318;Palmeiras;8358
3319;Jussiape;8356
3320;Borrazópolis;8355
3321;São Rafael;8350
3322;Jangada;8345
3323;Marcelino Vieira;8342
3324;Monte Castelo;8337
3325;Martins;8331
3326;Itamarati;8300
3327;Rubelita;8300
3328;Araponga;8296
3329;Carneiros;8295
3330;Erval Seco;8294
3331;Pureza;8287
3332;Pedro Osório;8286
3333;Riacho dos Cavalos;8285
3334;Divisópolis;8285
3335;Cachoeira Alta;8280
3336;Nossa Senhora dos Remédios;8276
3337;Lontra;8274
3338;Nova Fátima;8270
3339;Mauá da Serra;8268
3340;Assunção do Piauí;8243
3341;Arceburgo;8239
3342;Goioxim;8232
3343;Apiacás;8228
3344;Santa Rosa do Sul;8208
3345;Campo Belo do Sul;8204
3346;Alvorada;8200
3347;Camutanga;8186
3348;Jequitaí;8182
3349;Ivaté;8173
3350;São João do Oriente;8169
3351;Dumont;8163
3352;Alto Jequitibá;8160
3353;Elísio Medrado;8159
3354;Palma Sola;8157
3355;Piranguinho;8156
3356;Desterro;8152
3357;Bálsamo;8151
3358;São Domingos do Norte;8150
3359;Sales Oliveira;8149
3360;Verê;8144
3361;Santa Lúcia;8133
3362;Nova Ubiratã;8125
3363;Salgadinho;8120
3364;Cedral;8119
3365;Itapuã do Oeste;8110
3366;Dobrada;8108
3367;Lagoa Alegre;8090
3368;Itapirapuã;8084
3369;Ouriçangas;8081
3370;Boqueirão do Leão;8078
3371;Pintópolis;8075
3372;Sud Mennucci;8075
3373;Ouro Verde;8074
3374;Santa Cruz de Monte Castelo;8074
3375;Montes Claros de Goiás;8069
3376;Penaforte;8067
3377;Minas do Leão;8055
3378;Delfim Moreira;8052
3379;Tapiraí;8052
3380;Buriti dos Montes;8046
3381;Cruzeta;8046
3382;Jericó;8043
3383;Castanheira;8040
3384;São José da Lagoa Tapada;8029
3385;Cristalândia do Piauí;8026
3386;Nazareno;8023
3387;Coronel Bicaco;8021
3388;Jaçanã;8017
3389;Isaías Coelho;8014
3390;Itapeva;8013
3391;Filadélfia;8007
3392;São Mamede;8006
3393;Brejo Grande;8001
3394;Laje do Muriaé;7996
3395;Lago dos Rodrigues;7993
3396;Amajari;7980
3397;Nova União;7978
3398;Boa Vista da Aparecida;7972
3399;Abatiá;7965
3400;Tupãssi;7960
3401;Nova Fátima;7930
3402;Brasileira;7920
3403;Macururé;7913
3404;Pereiras;7910
3405;Peixe-Boi;7908
3406;Sanclerlândia;7905
3407;Madeiro;7902
3408;Calumbi;7900
3409;Paranaiguara;7899
3410;Nova Santa Rosa;7893
3411;Guaraqueçaba;7890
3412;Magalhães Barata;7883
3413;Colônia do Piauí;7882
3414;Bossoroca;7880
3415;Murici dos Portelas;7877
3416;Feira Nova do Maranhão;7872
3417;Serra Redonda;7865
3418;Lagamar;7864
3419;Apiacá;7864
3420;Reginópolis;7859
3421;Campos Lindos;7858
3422;Capitólio;7858
3423;Juranda;7858
3424;Siriri;7856
3425;Umari;7855
3426;Ibiaí;7852
3427;Guamiranga;7851
3428;Grandes Rios;7848
3429;Tanquinho;7842
3430;Barão de Melgaço;7842
3431;Irapuru;7841
3432;Milagres do Maranhão;7838
3433;Paverama;7838
3434;Baía da Traição;7834
3435;Itaiçaba;7833
3436;Arealva;7833
3437;Juarez Távora;7829
3438;Santana dos Garrotes;7829
3439;Ibirapuã;7825
3440;Iepê;7806
3441;Ibirajuba;7803
3442;Pedra Branca do Amapari;7800
3443;Itaju do Colônia;7794
3444;Coronel Domingos Soares;7790
3445;Iguatama;7784
3446;Califórnia;7765
3447;Nova Itarana;7762
3448;Itaquara;7761
3449;Perdigão;7757
3450;Malhada de Pedras;7753
3451;Paulo Jacinto;7752
3452;Amapá;7745
3453;Barra do Turvo;7744
3454;Uiramutã;7742
3455;Mata Verde;7742
3456;Araguapaz;7742
3457;Balneário Gaivota;7732
3458;Antônio Olinto;7725
3459;Indaiabira;7724
3460;Santa Bárbara do Leste;7717
3461;Cezarina;7715
3462;Nova Cantu;7714
3463;Almas;7692
3464;Itobi;7692
3465;Serranópolis;7692
3466;Salete;7690
3467;Japaratinga;7686
3468;Águas da Prata;7684
3469;Brejo Grande do Araguaia;7673
3470;Olho d'Água;7666
3471;Cachoeira Dourada;7666
3472;Alagoinha do Piauí;7662
3473;Macaubal;7652
3474;Boa Vista do Gurupi;7643
3475;Balneário Barra do Sul;7634
3476;Chupinguaia;7633
3477;São Miguel das Missões;7632
3478;Tiros;7627
3479;Maquiné;7626
3480;Santa Cruz de Minas;7618
3481;Natividade da Serra;7613
3482;Major Vieira;7609
3483;Paraíso do Sul;7609
3484;Japorã;7608
3485;Altamira do Maranhão;7607
3486;Pedro Avelino;7607
3487;Apuarema;7601
3488;Monsenhor Paulo;7591
3489;Aragoiânia;7589
3490;Inconfidentes;7585
3491;Armazém;7584
3492;Nova Porteirinha;7583
3493;Serrania;7582
3494;Formosa do Oeste;7581
3495;Montezuma;7580
3496;Vertente do Lério;7570
3497;Santa Terezinha;7564
3498;Araújos;7560
3499;Padre Marcos;7551
3500;Irajuba;7550
3501;Sobrado;7543
3502;Inocência;7542
3503;Galileia;7539
3504;Nazário;7536
3505;Guidoval;7526
3506;Pedrão;7525
3507;Aparecida;7523
3508;Caiçara;7522
3509;Jati;7501
3510;Caraá;7500
3511;Arneiroz;7497
3512;São José dos Basílios;7490
3513;Marcação;7482
3514;Ouroeste;7482
3515;Belo Vale;7472
3516;Santa Luzia do Norte;7468
3517;Barra de São Miguel;7467
3518;Lagoa de Dentro;7463
3519;Angélica;7461
3520;Belo Monte;7452
3521;Serra Negra do Norte;7445
3522;São Miguel dos Milagres;7445
3523;Muribeca;7438
3524;Roque Gonzales;7438
3525;Jacuí;7429
3526;Monte Alegre de Goiás;7418
3527;Ajuricaba;7411
3528;Augusto Pestana;7408
3529;Manoel Urbano;7405
3530;Normandia;7403
3531;Caroebe;7400
3532;Lagoa Salgada;7395
3533;Estrela do Sul;7394
3534;São Pedro do Turvo;7393
3535;Ribamar Fiquene;7391
3536;Santa Rita do Pardo;7384
3537;Reserva do Iguaçu;7383
3538;Luiziana;7380
3539;Alecrim;7380
3540;Antônio Carlos;7375
3541;Monte Alegre do Sul;7371
3542;Monsenhor Hipólito;7369
3543;Bilac;7369
3544;Brejinho;7366
3545;Glorinha;7364
3546;Cristais Paulista;7362
3547;Marcolândia;7361
3548;Vereda;7361
3549;Ipumirim;7360
3550;Rodelas;7341
3551;Capetinga;7341
3552;Palestina do Pará;7329
3553;Cristal;7328
3554;Paulo Frontin;7327
3555;Praia Grande;7321
3556;Centro do Guilherme;7318
3557;Sericita;7318
3558;Ibiraiaras;7310
3559;Livramento;7305
3560;Santo Antônio do Aracanguá;7303
3561;Engenheiro Navarro;7299
3562;Senador Firmino;7296
3563;Monteirópolis;7293
3564;São João do Arraial;7287
3565;Segredo;7270
3566;Praia Norte;7267
3567;Ouro;7266
3568;Dois Irmãos do Tocantins;7261
3569;Santana da Vargem;7256
3570;Formigueiro;7255
3571;Curral de Dentro;7251
3572;Cuitegi;7250
3573;Timbó Grande;7245
3574;Ererê;7242
3575;Nazarezinho;7242
3576;Guimarânia;7240
3577;Belém do Brejo do Cruz;7239
3578;Simolândia;7233
3579;Alpercata;7231
3580;Pérola d'Oeste;7222
3581;Milton Brandão;7220
3582;São José de Ubá;7220
3583;Santa Cecília;7214
3584;Muniz Ferreira;7214
3585;Cambará do Sul;7207
3586;Antônio Martins;7205
3587;Lagoa de Pedras;7205
3588;São José do Jacuri;7199
3589;Paulo Lopes;7198
3590;Barão do Triunfo;7198
3591;Periquito;7193
3592;Catiguá;7191
3593;Cajueiro da Praia;7183
3594;São José do Ouro;7183
3595;Itagimirim;7181
3596;Jenipapo de Minas;7178
3597;Mataraca;7170
3598;São Domingos do Azeitão;7168
3599;Nova Veneza;7168
3600;Ponto Belo;7161
3601;Bonfinópolis;7157
3602;Coimbra;7151
3603;Desterro de Entre Rios;7145
3604;Nazaré do Piauí;7144
3605;Chã Preta;7143
3606;São João do Sul;7143
3607;Pilões;7142
3608;Durandé;7139
3609;Maravilhas;7137
3610;Itambaracá;7130
3611;Ouro Verde de Minas;7128
3612;Salto da Divisa;7127
3613;Palmitinho;7122
3614;São João Batista do Glória;7117
3615;Quatiguá;7116
3616;Porto Rico do Maranhão;7110
3617;Arroio do Sal;7109
3618;Cambira;7106
3619;Barra Longa;7102
3620;São Tomás de Aquino;7100
3621;Herval;7100
3622;Quixaba;7097
3623;Ibirarema;7097
3624;Vargem;7092
3625;Janiópolis;7092
3626;Governador Luiz Rocha;7091
3627;Jacuípe;7076
3628;Cosmorama;7071
3629;Meleiro;7070
3630;Faina;7063
3631;Machacalis;7061
3632;São Miguel do Anta;7058
3633;Portalegre;7056
3634;Santo Antônio do Retiro;7052
3635;Nova Ibiá;7047
3636;Novo São Joaquim;7047
3637;Riachuelo;7045
3638;Tiradentes do Sul;7044
3639;Carnaúba dos Dantas;7041
3640;Salvador do Sul;7036
3641;Ribeirão Grande;7035
3642;Arapoema;7034
3643;Saltinho;7029
3644;Orizânia;7026
3645;São Brás;7020
3646;Delta;7016
3647;Novo Mundo;7015
3648;Antonina do Norte;7013
3649;Palmópolis;7010
3650;Rio do Oeste;7010
3651;São José do Piauí;7004
3652;Pedra Lavrada;7001
3653;São José da Barra;6999
3654;Moema;6998
3655;Jussari;6980
3656;Marajá do Sena;6979
3657;Cacimbas;6975
3658;Divinolândia de Minas;6973
3659;Manoel Viana;6963
3660;Felisburgo;6957
3661;Água Doce;6954
3662;Irapuã;6953
3663;Boa Ventura de São Roque;6952
3664;Casserengue;6951
3665;Ascurra;6950
3666;Campo Florido;6945
3667;Nuporanga;6945
3668;Renascença;6945
3669;Serrinha;6925
3670;Delfinópolis;6924
3671;Campo Largo do Piauí;6920
3672;Joviânia;6918
3673;Mundo Novo;6916
3674;Dirceu Arcoverde;6915
3675;Lavrinhas;6915
3676;Alto Paraíso de Goiás;6913
3677;Bonfim;6904
3678;Paraí;6895
3679;Mambaí;6891
3680;Condado;6890
3681;Luís Domingues;6884
3682;Granito;6882
3683;Roteiro;6881
3684;São Thomé das Letras;6880
3685;Abel Figueiredo;6879
3686;Aruanã;6879
3687;Iacri;6875
3688;Adrianópolis;6875
3689;Tocantínia;6866
3690;São João da Serra;6863
3691;Tiradentes;6859
3692;Barro Duro;6852
3693;Conquista;6851
3694;Tasso Fragoso;6850
3695;Santo Antônio do Pinhal;6849
3696;Barbosa;6846
3697;Condor;6843
3698;Itanagra;6841
3699;Formoso;6831
3700;Lajeado Novo;6829
3701;Ipuaçu;6816
3702;Sapopema;6812
3703;São Paulo das Missões;6811
3704;Vargem Alegre;6808
3705;Central de Minas;6801
3706;Santana do São Francisco;6799
3707;Angical do Piauí;6798
3708;Cabeceiras;6796
3709;Piedade de Caratinga;6795
3710;Douradina;6794
3711;Potiretama;6792
3712;Serraria;6790
3713;Treze de Maio;6789
3714;Cerrito;6788
3715;Restinga;6780
3716;Cabixi;6777
3717;Abadia dos Dourados;6777
3718;Independência;6775
3719;Diamante;6772
3720;Guarda-Mor;6772
3721;Cipotânea;6770
3722;Ribeiro Gonçalves;6767
3723;Piracema;6765
3724;Ponte Alta do Tocantins;6763
3725;Cândido Godói;6762
3726;Gália;6754
3727;Rio Espera;6753
3728;São Miguel de Taipu;6749
3729;Bujari;6745
3730;Almadina;6742
3731;Limeira do Oeste;6739
3732;Terezinha;6735
3733;Aratiba;6735
3734;Altaneira;6733
3735;Anchieta;6730
3736;Sertão;6726
3737;Dom Expedito Lopes;6721
3738;Barão de Cotegipe;6716
3739;Marilena;6715
3740;Pedra Bonita;6709
3741;Lagoa de São Francisco;6708
3742;Catuji;6704
3743;Cristalândia;6698
3744;Jaborandi;6693
3745;Cuité de Mamanguape;6685
3746;Campo do Tenente;6685
3747;Vista Alegre do Alto;6682
3748;Luislândia;6676
3749;Barro Alto;6676
3750;Junco do Seridó;6665
3751;Santa Cruz;6664
3752;Inimutaba;6663
3753;Nova Palma;6663
3754;Bom Jardim de Minas;6661
3755;Mesquita;6659
3756;Boa Vista do Buricá;6655
3757;Mendes Pimentel;6652
3758;Guarantã;6652
3759;Lagoão;6651
3760;Itumirim;6647
3761;Lassance;6647
3762;Jandaíra;6641
3763;Bom Sucesso;6634
3764;São Pedro do Iguaçu;6633
3765;Barro Preto;6626
3766;Martins Soares;6625
3767;Rio Grande do Piauí;6615
3768;Doutor Severiano;6615
3769;Massapê do Piauí;6613
3770;São Pedro;6612
3771;Selvíria;6608
3772;General Sampaio;6602
3773;Itajá;6599
3774;Reduto;6599
3775;Pium;6598
3776;Frei Gaspar;6591
3777;Riversul;6588
3778;Monte do Carmo;6586
3779;Pau D'Arco;6583
3780;Caiçara do Norte;6582
3781;Botumirim;6582
3782;Gongogi;6581
3783;Imbé de Minas;6578
3784;Jandaia;6578
3785;Itá;6577
3786;Senador Sá;6575
3787;Itacajá;6565
3788;Morro do Chapéu do Piauí;6560
3789;Indianópolis;6556
3790;Icém;6553
3791;Divinópolis do Tocantins;6549
3792;Iraí de Minas;6545
3793;Cabeceira Grande;6542
3794;Cubati;6537
3795;Feira da Mata;6537
3796;Laranjal;6532
3797;Amaral Ferrador;6527
3798;Pouso Alto;6516
3799;Igaracy;6513
3800;Vitorino;6513
3801;Boqueirão do Piauí;6508
3802;Santa Cruz da Vitória;6502
3803;São Vicente de Minas;6496
3804;Macambira;6489
3805;Rodeiro;6481
3806;São Felipe D'Oeste;6477
3807;Clementina;6477
3808;Luisburgo;6470
3809;Nossa Senhora de Lourdes;6469
3810;Fazenda Nova;6469
3811;Tunas do Paraná;6465
3812;Fruta de Leite;6464
3813;Nova Olinda;6461
3814;Mamonas;6458
3815;Trombudo Central;6458
3816;São Francisco do Piauí;6456
3817;Faxinal do Soturno;6453
3818;Cônego Marinho;6449
3819;São Gonçalo do Abaeté;6447
3820;Francisco Alves;6447
3821;Munhoz;6446
3822;Graça Aranha;6439
3823;Acauã;6437
3824;Morro Redondo;6437
3825;Santa Maria do Herval;6427
3826;Campina das Missões;6419
3827;Araporã;6414
3828;Laranjal;6410
3829;Areial;6409
3830;Progresso;6407
3831;Tarabai;6406
3832;São Francisco de Paula;6403
3833;Caibi;6393
3834;Guatapará;6386
3835;São José da Boa Vista;6386
3836;Marizópolis;6384
3837;Betânia do Piauí;6379
3838;Nortelândia;6368
3839;Novo Oriente do Piauí;6367
3840;Amapá do Maranhão;6361
3841;Varjão de Minas;6356
3842;Hulha Negra;6352
3843;Patos do Piauí;6349
3844;Rio Sono;6345
3845;Oriente;6341
3846;Jordão;6333
3847;Anta Gorda;6331
3848;Alto Taquari;6321
3849;Porto dos Gaúchos;6321
3850;Ibiara;6316
3851;Colômbia;6314
3852;São Roque de Minas;6308
3853;Águas de Chapecó;6306
3854;Echaporã;6299
3855;Santo Antônio da Alegria;6296
3856;Gurinhatã;6294
3857;Dores do Rio Preto;6288
3858;Campos Verdes;6281
3859;Juvenília;6276
3860;São José da Vitória;6270
3861;Santarém Novo;6267
3862;Boa Hora;6262
3863;Estação;6256
3864;Presidente Médici;6252
3865;Gaurama;6252
3866;Alto Rio Novo;6251
3867;Honório Serpa;6251
3868;Jussara;6250
3869;Grão-Pará;6250
3870;Palma;6249
3871;Careaçu;6247
3872;Itaguatins;6246
3873;Heliodora;6241
3874;Aiuruoca;6239
3875;Passo do Sobrado;6237
3876;Rio das Antas;6232
3877;São João do Oeste;6230
3878;Silvianópolis;6228
3879;Braganey;6213
3880;Petrolândia;6213
3881;Liberato Salzano;6210
3882;Arandu;6204
3883;Santa Helena (território);6200
3884;Alfredo Vasconcelos;6194
3885;Santa Cruz do Arari;6190
3886;Campestre;6187
3887;Pai Pedro;6186
3888;Pacujá;6184
3889;Abadia de Goiás;6182
3890;Rio do Campo;6176
3891;Santa Filomena;6171
3892;Santa Rita do Araguaia;6171
3893;Tumiritinga;6169
3894;Tuiuti;6165
3895;Bernardo do Mearim;6160
3896;José da Penha;6157
3897;Florestal;6152
3898;São João do Caiuá;6151
3899;Maria Helena;6145
3900;Ipê;6145
3901;Sobrália;6137
3902;Doutor Ulysses;6137
3903;São Jorge do Patrocínio;6134
3904;Vidal Ramos;6133
3905;Maracajá;6130
3906;Campo Alegre de Goiás;6127
3907;Ibema;6124
3908;Lagoa d'Anta;6119
3909;Iracema;6118
3910;Jaramataia;6112
3911;Bela Vista do Toldo;6111
3912;São José de Caiana;6108
3913;Divisa Alegre;6108
3914;Naque;6107
3915;Ichu;6101
3916;Enéas Marques;6100
3917;Senador Elói de Souza;6097
3918;Pedra Bela;6097
3919;Santa Helena de Minas;6096
3920;Trindade do Sul;6093
3921;Padre Carvalho;6092
3922;Vicentinópolis;6091
3923;São Julião;6078
3924;Sertão Santana;6077
3925;Itambé;6075
3926;Solidão;6073
3927;Barra do Rocha;6071
3928;Taiaçu;6053
3929;Gaúcha do Norte;6052
3930;Equador;6050
3931;Jeceaba;6047
3932;Bandeirantes;6045
3933;Cocalinho;6039
3934;Itueta;6038
3935;Pinhalão;6030
3936;Aroazes;6025
3937;Tucunduva;6022
3938;São Nicolau;6006
3939;Ibiracatu;5996
3940;Sapucaí-Mirim;5996
3941;São Vicente;5992
3942;Laguna Carapã;5989
3943;São Carlos do Ivaí;5987
3944;Sertaneja;5984
3945;Veredinha;5976
3946;Boa Ventura;5973
3947;Sambaíba;5971
3948;Baixio;5971
3949;Serra de São Bento;5968
3950;Santa Rita de Minas;5967
3951;Toledo;5967
3952;Confins;5966
3953;Santa Cruz do Piauí;5956
3954;Mariópolis;5956
3955;São Martinho;5953
3956;Ijaci;5950
3957;São João da Baliza;5945
3958;São Pedro do Suaçuí;5944
3959;Tapira;5944
3960;Santa Maria do Salto;5942
3961;Matureia;5941
3962;Itaú;5936
3963;Santa Bárbara de Goiás;5936
3964;São João do Sabugi;5934
3965;Foz do Jordão;5932
3966;Cristália;5930
3967;Bonfinópolis de Minas;5927
3968;Pranchita;5925
3969;Lindóia;5924
3970;São Luiz;5922
3971;Camalaú;5922
3972;Mucurici;5914
3973;Brejo dos Santos;5908
3974;Quintana;5906
3975;Campo Limpo de Goiás;5903
3976;Treze Tílias;5900
3977;Cana Verde;5897
3978;Morro Reuter;5897
3979;Brejo de Areia;5896
3980;Xambrê;5896
3981;Santo Antônio de Lisboa;5895
3982;Belágua;5892
3983;Jacaré dos Homens;5890
3984;Rosário do Ivaí;5890
3985;Inaciolândia;5887
3986;Crisólita;5885
3987;Guairaçá;5875
3988;Terezópolis de Goiás;5875
3989;Córrego Fundo;5873
3990;Rodeio Bonito;5872
3991;Colônia do Gurgueia;5865
3992;Itirapuã;5862
3993;Aliança do Tocantins;5860
3994;Felício dos Santos;5857
3995;Presidente Bernardes;5857
3996;Senhora de Oliveira;5857
3997;Virgolândia;5851
3998;Felipe Guerra;5848
3999;Tanque d'Arca;5848
4000;São Francisco de Goiás;5847
4001;Afonso Cunha;5834
4002;Romelândia;5833
4003;Boa Vista;5826
4004;Santo Antônio do Jardim;5824
4005;Itaverava;5813
4006;Santa Rita de Jacutinga;5813
4007;Santa Maria da Serra;5809
4008;Campo Grande do Piauí;5808
4009;Divisa Nova;5806
4010;Feira Nova;5805
4011;Firmino Alves;5804
4012;Silveiras;5803
4013;Nova Maringá;5803
4014;Malta;5794
4015;Aguiar;5789
4016;Marabá Paulista;5787
4017;Vicentina;5787
4018;Paraíso;5785
4019;Caldeirão Grande do Piauí;5784
4020;Dom Cavati;5784
4021;Gonzaga;5783
4022;Rondinha;5775
4023;Jacobina do Piauí;5774
4024;Santa Rita do Itueto;5774
4025;Santa Clara do Sul;5774
4026;Santa Fé do Araguaia;5773
4027;São José do Goiabal;5773
4028;Dona Eusébia;5771
4029;Santana de Mangueira;5770
4030;Viadutos;5766
4031;Fernandes Pinheiro;5763
4032;Pinhão;5761
4033;Doutor Camargo;5760
4034;Campinas do Piauí;5759
4035;Japi;5757
4036;Barão de Monte Alto;5755
4037;Pauliceia;5750
4038;Landri Sales;5746
4039;Campinas do Sul;5746
4040;Jaraguari;5745
4041;Soledade de Minas;5740
4042;Pedro Régis;5739
4043;Vitor Meireles;5739
4044;Franciscópolis;5737
4045;Severiano Melo;5728
4046;Dores de Guanhães;5721
4047;Gracho Cardoso;5716
4048;Diamante do Norte;5713
4049;Cacaulândia;5707
4050;Jequitibá;5706
4051;Santa Filomena do Maranhão;5703
4052;Maripá;5698
4053;Imbuia;5697
4054;Laurentino;5697
4055;Sussuapara;5696
4056;Santana do Itararé;5696
4057;Paula Freitas;5691
4058;São Francisco do Glória;5690
4059;Acorizal;5679
4060;Tufilândia;5677
4061;Chapadão do Céu;5673
4062;Joanésia;5669
4063;Porto Lucena;5667
4064;Bom Jesus do Amparo;5663
4065;Anhembi;5656
4066;Cravolândia;5651
4067;Vicente Dutra;5642
4068;Datas;5639
4069;São Sebastião do Anta;5639
4070;Machadinho;5638
4071;Taciba;5637
4072;Nova União;5636
4073;Ouro Verde do Oeste;5636
4074;Santa Ernestina;5634
4075;São José dos Ramos;5631
4076;Sabáudia;5625
4077;Curral de Cima;5622
4078;Aragominas;5618
4079;Lindolfo Collor;5614
4080;Chalé;5609
4081;Itaguaru;5605
4082;Bacurituba;5597
4083;São Sebastião do Oeste;5597
4084;Rio Preto;5590
4085;Barra de São Miguel;5586
4086;Águas de Santa Bárbara;5580
4087;Araguacema;5579
4088;Passo de Torres;5575
4089;Ipeúna;5570
4090;Janduís;5569
4091;Macuco;5561
4092;Assis Brasil;5559
4093;Aurora;5556
4094;Patrocínio do Muriaé;5548
4095;Benedito Leite;5545
4096;Campo Novo;5545
4097;Itajá;5544
4098;Patis;5538
4099;Luzerna;5537
4100;Divinópolis de Goiás;5537
4101;Sentinela do Sul;5536
4102;Inhaúma;5535
4103;Campina do Monte Alegre;5532
4104;Luminárias;5528
4105;Caraúbas do Piauí;5526
4106;Juti;5518
4107;Canabrava do Norte;5514
4108;Caldas Brandão;5513
4109;Cedro de São João;5513
4110;Doutor Maurício Cardoso;5513
4111;Manoel Emídio;5511
4112;Taiúva;5509
4113;Bandeira;5507
4114;Américo de Campos;5503
4115;Joca Marques;5500
4116;Lindoeste;5498
4117;Cocal dos Alves;5495
4118;Coqueiro Seco;5493
4119;Itarumã;5491
4120;São Tomé;5482
4121;Pilõezinhos;5471
4122;Chuí;5470
4123;Catuti;5465
4124;Dom Silvério;5457
4125;Bertolínia;5455
4126;Brejinho de Nazaré;5452
4127;Taquarivaí;5446
4128;Sapucaia;5444
4129;Barão;5444
4130;Francinópolis;5443
4131;Liberdade;5438
4132;Angelina;5436
4133;Várzea;5435
4134;Santa Luz;5432
4135;Bom Princípio do Piauí;5429
4136;Jaci;5427
4137;Barracão;5424
4138;Iaras;5420
4139;Sardoá;5416
4140;São Pedro da União;5412
4141;Jambeiro;5409
4142;Santa Cruz de Salinas;5408
4143;Mata;5408
4144;Geminiano;5406
4145;São Jorge do Ivaí;5406
4146;Marcelino Ramos;5406
4147;Coronel Ezequiel;5404
4148;São Domingos das Dores;5402
4149;Júlio Borges;5401
4150;Piacatu;5398
4151;Erval Grande;5398
4152;Floresta;5394
4153;Nova Olímpia;5385
4154;Gameleiras;5384
4155;Sabino;5381
4156;Sítio Novo;5380
4157;Amaporã;5378
4158;Amparo do Serra;5377
4159;Goianorte;5376
4160;Coronel Macedo;5370
4161;Volta Grande;5362
4162;Aiquara;5361
4163;Formoso;5356
4164;Capim;5344
4165;Braúnas;5344
4166;Fartura do Piauí;5339
4167;Bonfim do Piauí;5334
4168;Caiuá;5334
4169;Nova Esperança do Sudoeste;5334
4170;Santa Cruz do Escalvado;5331
4171;Fernando Prestes;5328
4172;Várzea Branca;5326
4173;Sales;5325
4174;Encanto;5316
4175;São Francisco de Sales;5314
4176;Barra do Chapéu;5314
4177;Minador do Negrão;5306
4178;Barrolândia;5304
4179;Ferreira Gomes;5301
4180;Marquinho;5300
4181;Bom Sucesso;5299
4182;Congonhas do Norte;5299
4183;Santa Rosa do Piauí;5296
4184;Bandeira do Sul;5294
4185;Orindiúva;5294
4186;Tavares;5293
4187;Piranguçu;5292
4188;Darcinópolis;5288
4189;Pardinho;5285
4190;Tenente Laurentino Cruz;5284
